"Time differences (ps)"	"Counts per bin"
99500	208
99600	226
99700	233
99800	210
99900	238
100000	249
100100	217
100200	242
100300	235
100400	217
100500	234
100600	240
100700	228
100800	214
100900	221
101000	239
101100	242
101200	225
101300	226
101400	219
101500	242
101600	232
101700	243
101800	217
101900	242
102000	232
102100	205
102200	251
102300	230
102400	244
102500	219
102600	206
102700	205
102800	237
102900	242
103000	244
103100	236
103200	247
103300	251
103400	240
103500	229
103600	243
103700	232
103800	235
103900	236
104000	212
104100	226
104200	268
104300	272
104400	217
104500	226
104600	245
104700	249
104800	223
104900	212
105000	211
105100	224
105200	245
105300	236
105400	260
105500	235
105600	225
105700	231
105800	212
105900	236
106000	258
106100	235
106200	223
106300	241
106400	228
106500	241
106600	226
106700	221
106800	232
106900	237
107000	215
107100	271
107200	239
107300	246
107400	219
107500	250
107600	228
107700	268
107800	210
107900	242
108000	234
108100	230
108200	228
108300	230
108400	252
108500	217
108600	207
108700	239
108800	243
108900	224
109000	257
109100	233
109200	241
109300	240
109400	251
109500	229
109600	233
109700	215
109800	246
109900	228
110000	235
110100	226
110200	244
110300	253
110400	254
110500	218
110600	221
110700	225
110800	242
110900	242
111000	246
111100	222
111200	249
111300	238
111400	241
111500	211
111600	206
111700	264
111800	220
111900	231
112000	235
112100	213
112200	228
112300	231
112400	227
112500	198
112600	236
112700	252
112800	229
112900	240
113000	253
113100	251
113200	269
113300	204
113400	247
113500	235
113600	241
113700	225
113800	245
113900	266
114000	229
114100	245
114200	246
114300	215
114400	236
114500	240
114600	197
114700	230
114800	221
114900	214
115000	245
115100	248
115200	220
115300	229
115400	219
115500	229
115600	240
115700	240
115800	217
115900	235
116000	237
116100	233
116200	228
116300	246
116400	210
116500	249
116600	261
116700	189
116800	200
116900	212
117000	220
117100	222
117200	230
117300	214
117400	207
117500	255
117600	248
117700	242
117800	231
117900	233
118000	245
118100	210
118200	229
118300	240
118400	220
118500	230
118600	252
118700	217
118800	221
118900	220
119000	230
119100	250
119200	211
119300	230
119400	218
119500	224
119600	243
119700	247
119800	214
119900	236
120000	225
120100	217
120200	239
120300	201
120400	202
120500	258
120600	219
120700	218
120800	233
120900	211
121000	211
121100	253
121200	212
121300	211
121400	228
121500	222
121600	208
121700	239
121800	237
121900	212
122000	214
122100	238
122200	204
122300	254
122400	236
122500	242
122600	253
122700	223
122800	203
122900	236
123000	219
123100	235
123200	224
123300	242
123400	215
123500	205
123600	226
123700	211
123800	223
123900	241
124000	219
124100	228
124200	212
124300	235
124400	227
124500	250
124600	220
124700	237
124800	240
124900	215
125000	225
125100	244
125200	252
125300	208
125400	267
125500	242
125600	244
125700	220
125800	245
125900	209
126000	231
126100	226
126200	219
126300	262
126400	206
126500	211
126600	238
126700	229
126800	237
126900	219
127000	236
127100	234
127200	217
127300	226
127400	219
127500	222
127600	259
127700	225
127800	202
127900	228
128000	223
128100	216
128200	197
128300	231
128400	220
128500	246
128600	199
128700	235
128800	222
128900	239
129000	204
129100	208
129200	201
129300	193
129400	225
129500	238
129600	220
129700	221
129800	230
129900	198
130000	219
130100	219
130200	196
130300	249
130400	243
130500	224
130600	223
130700	229
130800	226
130900	183
131000	243
131100	203
131200	239
131300	229
131400	225
131500	217
131600	240
131700	229
131800	221
131900	236
132000	241
132100	244
132200	233
132300	235
132400	238
132500	225
132600	225
132700	227
132800	232
132900	253
133000	232
133100	229
133200	211
133300	235
133400	206
133500	229
133600	233
133700	225
133800	234
133900	237
134000	211
134100	222
134200	209
134300	214
134400	209
134500	202
134600	253
134700	232
134800	215
134900	192
135000	216
135100	189
135200	216
135300	228
135400	220
135500	210
135600	203
135700	218
135800	208
135900	210
136000	199
136100	231
136200	182
136300	211
136400	194
136500	219
136600	214
136700	211
136800	239
136900	227
137000	250
137100	236
137200	203
137300	211
137400	219
137500	205
137600	234
137700	197
137800	227
137900	217
138000	236
138100	194
138200	229
138300	196
138400	223
138500	211
138600	236
138700	233
138800	191
138900	239
139000	217
139100	206
139200	249
139300	229
139400	238
139500	241
139600	238
139700	186
139800	203
139900	218
140000	201
140100	197
140200	230
140300	223
140400	211
140500	206
140600	211
140700	215
140800	223
140900	236
141000	205
141100	218
141200	210
141300	209
141400	210
141500	239
141600	230
141700	222
141800	226
141900	218
142000	210
142100	223
142200	214
142300	208
142400	202
142500	227
142600	248
142700	200
142800	215
142900	184
143000	210
143100	216
143200	226
143300	202
143400	255
143500	211
143600	223
143700	265
143800	207
143900	208
144000	214
144100	206
144200	220
144300	221
144400	212
144500	219
144600	224
144700	225
144800	237
144900	207
145000	212
145100	219
145200	226
145300	215
145400	221
145500	210
145600	257
145700	211
145800	207
145900	236
146000	224
146100	241
146200	226
146300	217
146400	214
146500	223
146600	230
146700	233
146800	208
146900	206
147000	208
147100	203
147200	217
147300	224
147400	228
147500	236
147600	224
147700	237
147800	225
147900	252
148000	221
148100	208
148200	235
148300	228
148400	230
148500	212
148600	232
148700	223
148800	204
148900	202
149000	213
149100	216
149200	195
149300	218
149400	220
149500	222
149600	222
149700	226
149800	211
149900	227
